age,pos,TS%,TRB%,3PAr,FTAr
28,SG,59.4,8.5,46.1,24.6
27,PG,54.5,5.9,29.9,14.2
29,C,54.4,20.5,31.8,23.5
26,SF,59.8,9,31.8,14.1
26,C,52.6,17.1,2.1,29.2
20,SG,31.3,3.5,27.3,36.4
24,SG,40,13.8,50,33.3
24,PF,51.5,3.9,33.3,66.7
27,PF,46.1,13.7,25,31.7
25,C,60,18.2,21.6,79.7
26,SG,52.4,5.6,50,32.1
33,C,49.9,12.1,16,28
23,SG,61.6,5.5,56.8,15.9
28,SG,39.7,8.5,32.7,18.4
22,SG,50,5,57.1,0
22,SG,16.3,8.1,85.7,71.4
27,PG,44.4,6.2,55.6,0
31,PF,44.4,21.5,40,80
26,C,0,0,0,0
29,C,0,9,0,0
23,SG,61.8,6.6,31,39.7
23,SF,62,7.9,40.1,25.2
29,PG,53.5,8.4,31.2,32.7
24,SF,56,10.4,37.2,29.8
25,PF,59.2,13.8,43.7,23.8
23,PF,58.6,8.3,67.2,14.1
21,C,56.8,19.6,2.3,15.7
24,PG,56.3,6.9,60.1,11.1
33,C,58.1,14.1,44.1,19.7
26,C,54.5,12.6,40.4,29.3
22,PG,51.6,6.9,39.2,39.2
27,SG,48.1,5.6,48.5,18.7
23,C,68.8,15.2,2.1,27.5
22,PG,42.5,7.8,44.2,14.2
25,PG,61.2,9.4,42.6,10.3
24,PF,33.8,13.5,37.5,25
19,PG,46,3.5,40,20
24,PF,34,11.1,40,40
22,PG,25,0,50,0
28,SG,54.1,6.1,37.8,13.6
29,PG,62.7,6,50,38.4
30,C,64.4,23.6,1,34
35,PF,52.5,10.1,28.9,20.6
20,SG,50.2,5.5,42.2,17.2
21,SG,58.7,3.9,60.8,10.2
30,SF,47.5,8.1,52.5,22.1
24,PF,52.5,11,35.8,27.1
34,SF,64.3,7.4,53.5,29.6
27,SF,62.5,6.1,41.3,15.7
19,PF,50.5,9.9,39.1,29.1
23,C,58.8,15.6,8.8,22.4
34,PF,51.5,10.4,76.1,16.2
22,PF,53.8,12.4,27.9,11.8
22,PF,60.5,18.3,4.7,34.9
25,C,56.7,16.9,9.2,32.1
22,PF,60.6,12.6,38.7,38.7
20,SF,50.4,16.2,9.4,40.6
20,C,40.7,22.2,0,80
28,SG,53.4,7.8,35.4,22.2
35,PF,51.2,7.5,27.9,20.6
25,C,52.9,17,19.3,40.4
21,SG,49.9,3.4,53.3,15.6
29,PG,61.8,5.2,51.6,51.6
30,C,56.4,17.4,4.2,58.3
20,SG,47.1,7.1,53.8,23.1
24,PF,48.4,12.4,31.8,18.2
22,PF,66.1,9.9,33.3,13.3
20,SF,58.3,11.6,0,0
23,PG,33.3,7.5,44.4,0
27,PF,57.4,8.1,33.8,33.7
27,SG,56.6,8.3,59.2,11.7
31,PF,60.2,12.8,49,12.9
27,SG,56.5,6.6,57.6,15.1
28,PG,51.7,6,38.6,17
22,PG,55.8,6.8,22.7,42
26,C,68.1,16.2,0,34.3
34,SF,54.3,10.4,73.9,16.4
21,PF,58,15.9,0.8,19.5
30,SG,53.3,11.9,35.1,36.1
30,C,47.7,17.4,41.5,16.4
26,PG,52.8,5.2,42,22.3
20,PF,51.2,16.3,13.2,18.6
23,SG,47.7,7.8,34.5,25
26,C,64,22.8,5.1,40.7
22,SG,58.6,7.2,45,15
34,PF,25.2,7.6,88.2,11.8
24,PF,63.8,16.2,11.1,25
22,PF,44.4,9.2,47.1,58.8
33,SG,47,13.6,25,75
22,PF,51.2,17.1,0,50
25,PF,77.3,20.7,0,66.7
22,SG,40,5.6,60,0
30,SF,60.3,8.7,3.3,43
34,C,57.1,12,19.8,24.1
23,PG,52.4,12.2,17.4,17.9
25,SG,59.3,7.2,39.1,38.2
26,SG,57,4.3,65.6,15.5
31,PG,59.2,3.9,67.4,18.7
33,PF,55.3,13.4,36.9,22.8
24,PF,55.7,15.3,49,13.1
24,C,61.2,17.3,0,32.3
21,SG,50.7,7.6,28.3,17.1
33,SG,53.2,6,56.7,18.5
20,SF,71.1,10.2,24.7,49.4
22,PF,68.2,16.8,1.5,38.8
33,SF,43.7,12.4,44.8,69
22,PF,60.8,16.9,4.8,31
23,SG,33.6,4.8,29.4,11.8
20,PF,45,11.2,50,25
30,C,25,53.9,0,0
25,PF,55.4,11,33.1,27.4
33,PG,59,7.3,58,42.7
22,SF,60,9.3,40.3,18
25,PG,55.3,5.6,48.4,25.6
30,C,58.3,16.1,27.2,18.5
26,SG,62.4,6.8,45.7,25.6
22,SG,58.8,10.3,55.5,13.5
35,C,55.1,12.5,53,17.6
25,SF,53.3,13.3,7,43.5
24,SF,50,5,43.8,11.1
27,PF,58.7,17.9,39.5,38.8
25,SG,65,7.3,66,8
26,SF,53.8,5.2,75.9,27.6
23,PF,45.4,13,40.7,27.1
21,SF,45.8,10.2,41.7,27.8
25,SF,67.5,11.3,47.4,47.4
23,C,43.2,26.4,14.3,35.7
21,PG,76.5,4.8,40,40
25,PG,53.7,6,57.9,13.2
25,PF,46.2,10.7,29.1,25.3
33,PG,55.9,9.4,48.6,40.5
22,SF,57.3,10.4,46.6,31.8
26,SG,62.9,5.1,50,27.9
30,C,70.2,18.3,40.9,12.7
35,C,46.7,11.3,42.2,23.4
22,SG,67,8.3,65.5,24.1
25,SG,73.8,9,57.1,0
27,PF,35,15,45.5,9.1
25,SF,51.8,13.8,10,80
23,PF,56.8,10.8,45.5,9.1
25,SF,50,0,0,0
26,SF,50,0,33.3,0
23,SG,55.8,7.1,35.2,24
27,C,69.9,21.6,0,72.4
32,SF,59.5,7.2,63.8,17
30,SF,60.3,6.8,48.9,29.6
26,PF,57.8,10.4,66.8,15.1
32,PG,53.7,6.1,45.1,24.5
27,SG,56.9,6.3,47,14.6
26,PF,58.9,7.6,69.9,7.5
23,PG,54.3,8.2,26.6,25.4
22,C,68.1,22.2,1.6,24.3
33,PF,52.3,8.1,53.3,32.3
30,C,48.9,19.1,0,30.4
22,SG,58.4,6.8,39.5,53.5
22,PF,64.8,11.9,30.8,15.4
22,SG,51.2,8.6,59.4,15.6
23,PF,41.6,11.5,46.4,7.1
24,SG,50.3,8,26.1,8.7
25,PG,41.5,6.6,43.8,12.5
22,PG,43.7,6.1,50,20
27,SF,0,11,33.3,0
27,C,63.8,17.4,0,56.8
23,SG,69.6,7.8,40.8,36.9
26,PF,56.3,8.9,68.8,18.8
32,SF,56.5,6,74.1,11.1
27,SG,57.7,7,50.5,10.3
32,PG,67.2,5,53.1,34.4
26,PF,64.6,7.7,65.9,4.5
22,PF,34.2,14.3,83.3,50
22,C,37.3,28.1,0,77.8
23,PG,43.7,10.3,21.4,14.3
22,SG,58.3,16.7,66.7,0
23,PF,8.5,18,60,40
22,SG,50,0,60,0
25,PG,0,0,0,0
26,SG,57.9,6.4,36.9,35.1
31,PG,50.9,6.7,24.5,12.5
20,SG,52.4,11.7,28.8,22.3
27,PF,62.8,8.5,77.4,20
21,PF,53.5,11.1,16,25.7
20,SF,60.8,9.7,30.3,36.3
22,C,64.9,15.8,21.8,27.8
30,PG,53.1,4,44.4,17.8
22,C,63.8,14.3,30.1,35.7
33,C,54.5,14.7,12.4,53.8
28,SG,52.3,8.7,33.4,26.2
22,SG,51.6,7.5,49.4,21.8
28,PG,57.3,5.4,46.8,37.6
24,C,55.1,13.4,2.6,50
27,PG,47.3,10.1,39.7,6.9
22,SF,50.2,7,66.3,16.3
23,SG,69.1,5.8,82.1,60.7
24,C,56.6,19.4,5.9,38.2
32,SG,47.2,4.1,59.3,33.9
24,PG,39.7,6.7,47.1,0
27,PG,44.9,4.1,29.6,25.9
22,PG,54.2,5.6,41.7,0
26,SF,68.2,7,45.5,0
20,PG,53.9,6.3,38.4,33
20,SG,53.3,6.3,53.7,8.5
24,SG,50.8,9.7,28.1,22.1
21,PF,62.7,17.1,19,32
29,SG,50.7,8.3,43.4,25.3
29,C,60.2,15.7,41.3,21.5
24,SF,57.5,6.7,53,19.5
25,C,57.5,14.4,31.5,33.3
42,PF,56.5,7.7,67.5,14.1
30,PG,59.4,6.2,34.2,43.5
21,PF,51.6,12.7,52.5,18.4
25,SF,51.6,9.5,49,22.3
22,PG,47.4,7.4,67.3,8.2
25,PF,57.1,13.1,28.4,35.8
22,SG,44.8,9,43.8,29.2
23,SG,45.5,12.1,38.3,10
30,C,65.4,11.8,0,62.5
22,C,68.2,16,4.5,45.5
21,C,35.7,10.3,52.4,0
23,SF,62.2,9.8,37.5,12.5
29,C,0,28.7,50,0
26,SG,150,0,100,0
20,SF,54.7,10.4,30,22
26,PG,59.2,8.1,35,19.7
24,SG,56.8,5.7,61,22.8
29,PF,56.8,11.7,46.1,20.5
32,C,60.5,12.4,28.1,13.1
22,SG,54.7,8.7,34.8,25.5
28,PF,57.5,9.2,36.4,29.4
24,PG,50.1,9.1,50.6,14
26,C,62.4,13.2,25.2,28.6
32,C,56.7,15.6,27.4,27.8
24,PF,53.1,7.7,56.3,24.7
29,PG,59.7,6.4,37.1,26.7
21,C,70.3,15.3,0,29.4
23,PF,54.2,11.3,36.4,28.6
22,SG,43.4,17.8,38.1,9.5
25,SG,61.2,6.2,76.9,15.4
28,C,60,32,0,0
26,PG,48.8,6.2,32.4,22.3
32,C,53,13.3,40,16.4
20,SF,53,10.4,27.7,34.8
22,SG,62.4,9.7,46,34.5
28,PF,54.9,6.9,34.3,27.1
29,PF,66.4,14.7,50.6,39.2
24,PG,43.9,12.3,57.6,27.1
32,C,63.8,11.1,42.9,14.3
26,C,40.3,12.1,14.3,14.3
24,PF,65.8,3,55.6,22.2
24,SG,25.7,6.4,100,54.5
29,PG,57.1,3,14.3,57.1
23,PF,56.5,7.3,25,175
21,C,69.4,27.5,0,100
22,PG,53.3,6.8,41.9,13.5
27,SG,64.5,6.7,51.6,17.8
20,C,63.2,16.8,7.9,48.9
25,PG,58,4.6,44.7,43
32,PF,54.6,10.8,53.9,42.1
29,C,63.2,25.2,0.7,53.6
20,SF,54.5,10,41,20.5
24,SF,46.4,13.2,10.1,37.6
33,PF,55.4,6.7,63.2,19.2
26,SG,51.9,6.9,69.4,15
24,SF,50.9,7.5,31.9,25.5
27,PG,53.4,5.3,52.4,31.7
25,SG,45.8,7.9,67,11.5
23,SG,49,9,63,30.1
29,C,62.2,19.6,11.9,38.1
19,SG,41.5,6.7,45.5,9.1
26,SF,57.3,14.6,10,70
26,PF,61,38.4,7.7,30.8
24,SG,58.1,6.6,33.3,33.3
27,SG,47.3,7.2,48.8,18.6
22,PG,44.6,6.3,35.9,12.6
24,SF,61.2,8.2,35.6,39.7
25,PG,53.6,5.1,38.7,22.6
32,PF,39.7,8.6,63.2,21.1
20,C,67.4,15.9,0,62.5
33,PF,47,1.3,81.8,36.4
25,SG,27.7,7.2,70,60
20,SF,52.2,15.1,40,45
24,SF,60.2,9.9,3,75.8
29,C,73.5,23.8,0,20
27,PG,82.6,12.8,45.5,72.7
23,SG,56.3,7,87.5,0
19,SG,66.7,0,33.3,0
28,PG,55.8,6.8,43.4,26.7
30,SF,58.1,8.9,53,15.8
26,SG,55.2,10.4,33.7,26.6
32,PF,54.8,10.3,58.6,13.2
20,SF,54.8,10.3,39.1,15.1
20,SG,51.8,5.9,56.3,17.4
26,C,61.1,14.5,6.4,40.9
25,PF,55.3,11.3,14.2,37
36,PG,51.2,4.5,11,26.8
24,C,58.7,20.7,13.2,48.8
26,C,60.2,17,0,58.3
23,SG,57,6.3,33.9,17.9
25,C,58.7,11.7,46.6,35.9
23,PG,45.9,5,56,21.3
28,PG,25.1,2.6,14.3,64.3
23,SG,33.3,9.5,44.4,0
23,PG,33.3,0,0,0
23,SG,57.4,7.4,28.3,33
24,PG,58.8,6.1,51.9,24.4
21,PF,55.3,15.2,41.8,24.5
30,C,59.8,9.7,5.8,23
25,SG,49.4,8.4,20.9,28.9
24,PG,48.4,7.3,19,13.6
29,SG,53.1,6.9,68.5,11.7
19,C,54.1,15,8.6,30.2
23,PF,54.3,12.6,24.6,23.3
24,SG,48.9,7.5,34.5,19.6
22,SF,50.7,11.2,23.9,18.2
22,SG,48.7,6.9,23,19.2
26,C,56.8,15.9,2.2,40.8
23,SF,51.5,7.9,53.7,20
24,PG,49.2,5.4,35.1,14.9
23,PF,52.9,16.5,26.6,18.5
25,SF,60.9,9.2,39.8,15.9
21,SG,56.7,4.1,48.3,10
26,PG,46.8,8.8,5.7,12.6
25,SF,63.3,13.7,25.9,38.9
21,SG,41.8,11.8,30.8,30.8
23,PG,0,0,0,0
20,PG,52,5,24.5,21.1
23,SF,53.6,8.1,44.3,21.4
26,SG,53.9,6.8,37.7,16.3
26,C,58.3,17.1,20.5,28
26,SG,54.2,5,33.5,25.1
27,C,55.1,20.3,0,27.9
22,C,59,16.4,0,39.9
26,SG,55.8,9.2,28.6,32.4
27,SG,51.7,10.6,35,28.8
28,PG,53.7,5.2,53.4,21.5
27,PG,51.5,4.5,45.5,10.8
30,PF,56.1,22.2,51.9,40.3
25,SF,51,12.4,36.8,12.3
21,PF,47,16,39,26
32,PG,60.4,4.4,26.2,18.7
25,SG,54.4,7.6,57.8,25.7
35,C,52.4,8.5,67.5,12
37,PF,65,6.4,71.1,21.1
33,SG,44.4,4.5,49.4,12.7
25,SF,54.8,8.8,45.2,43.5
21,SF,42.4,5.4,63.9,11.1
24,PG,59.6,6,45.5,29.1
24,PF,54.4,10.8,27.1,20.8
24,PG,46.7,5.8,35.9,41
23,SG,27.8,3.1,44.4,0
21,PG,0,0,0,0
30,SF,0,0,0,0
19,SG,54.5,13,43.3,40.9
25,SF,53,10.5,48.1,19.5
27,C,68.2,13.2,26.1,52.3
22,PG,54.9,5.7,32,21.2
26,PF,53.8,7,43.4,27.6
30,C,67.2,23.6,0,61.3
27,PF,57.9,11.7,56.5,19.2
32,SF,55.6,4.2,56.1,23.5
35,PG,52.7,5.6,57.6,38.6
21,PG,52.7,5.7,35,23
40,PF,46.9,10.6,54.5,13.3
34,PG,49.5,6.8,33.2,20.3
26,SG,51.4,5.9,52.4,16.1
23,SF,58.4,6.7,45.3,15.3
28,SG,62.1,7.4,73.8,15.1
26,PG,57.4,4.5,38.4,25.8
32,C,55.9,17.6,30.4,28.6
33,SG,47,5.4,47.6,8.5
23,SG,48.2,7.1,40.7,25.9
21,PF,21,4.9,0,133.3
21,PF,0,0,0,0
23,C,58.9,18.7,22.4,29.2
21,PG,53.8,7,35.3,19
23,PG,57.7,5.3,32.3,11.5
33,PF,57,14.4,23.9,37.4
22,SG,59.9,5.8,55,9
28,C,60.2,16.4,2.3,44.8
24,SG,52.6,5.3,38,22.6
28,SF,54.7,9.5,51.9,19.3
23,PF,58,10.6,57.6,27.4
28,SF,50.1,9.1,42.6,16.1
23,PF,50,11.9,40.4,23.4
29,SG,43.7,3.9,43.4,27.3
22,PF,59.5,10.4,55.6,16.7
19,PF,51.3,18,5.3,52.6
23,PG,41.3,2.8,26.1,47.8
33,SG,50,1.5,88.9,0
22,C,64.8,6,53.8,15.4
25,SG,32.2,9.8,40,20
23,C,59.6,17.2,21.5,29.9
24,SG,56.9,5.9,36.1,24.1
21,PG,53.4,6.3,32.9,24.6
33,PF,55.8,10.5,24.2,38.9
28,SF,60.5,11.5,52.2,23.2
28,SF,43.4,10.7,40.7,19.3
22,SG,53,9,50.5,33.3
23,PG,40.9,4.5,15.1,15.1
28,C,53.9,14.9,2.1,59.6
23,PF,50,10.5,66.7,0
23,PF,0,6.6,33.3,0
19,PF,0,10.5,0,0
25,C,55.5,25.4,3.6,39.2
29,PF,58.1,11.8,38.9,41
28,PG,54.7,5.2,45,22.5
27,SG,53.4,5.4,64.7,16.4
22,SG,46.9,7,29.6,19.1
22,SG,56,7,51.7,11.7
27,SG,56.9,5,66.7,14.5
30,PG,48.5,6.3,27.6,12.7
22,SF,48.2,9.9,51.9,14.6
34,C,53.9,16.5,2.1,64.2
31,SG,58.4,4.3,79.5,12.1
37,PG,45.3,5.2,47.5,9.2
25,SF,51.1,6.4,35.2,22.7
21,PF,51.4,10.3,56,35.1
29,PF,61.6,13.2,9.7,27.4
22,SG,41.3,5.6,50.7,15.9
22,PF,55.1,19.7,40,20
21,SF,37.5,5.5,50,0
29,PG,53.2,27.3,100,200
26,SG,0,0,100,0
22,SG,60.4,6,31.9,12.8
31,SG,43.2,5.8,62.9,5.7
25,C,45.1,20.6,1.9,38.9
27,SG,45.6,6.9,73.5,0
28,PG,52.1,6.1,32.3,10.8
30,PG,30.2,6.8,18.4,10.5
21,PF,36.7,6.6,46.2,34.6
29,PF,58.2,10.4,33.3,17.9
22,SG,43.7,7.1,35.7,14.3
25,SF,38.8,9.8,53.3,26.7
34,C,36.3,20.6,0,33.3
22,SG,56.3,6.7,33.3,8.3
37,PG,0,0,0,0
29,PF,41,0,0,50
30,SF,63.1,9.8,28.1,36.6
28,SG,57.1,6,42.7,11.3
30,PG,64.1,8.4,60.4,21.4
28,PF,52.6,12.4,39.1,21.6
35,SF,58.7,8.5,47.7,22.2
22,C,63.6,15,2.9,30.3
31,PF,58.8,12.6,53,22.5
25,PG,56.5,7.9,45.6,5.9
26,SF,56.9,13.1,42.9,17.5
33,PG,55.5,6.5,1,24.3
24,C,53.1,12.5,1,21.4
28,C,56.2,17.1,25.6,38.8
23,C,72,9.8,0,50
26,SG,57.8,9.1,53.5,17.3
21,SG,37.4,6.5,28.3,1.9
34,C,52.3,21.9,0,8.3
22,PF,65.3,10.4,60.6,15.2
28,PF,56.1,15.1,24.9,31
30,PG,62,9,56.6,36.4
28,SG,57.5,6,43.9,11.4
35,SF,56.5,8.3,48.2,22.3
30,SF,66.1,7.7,32.9,46.5
22,C,70.4,12.5,0,31.2
33,PG,51.7,5.5,2.7,33.3
26,SF,52.1,12.2,54.2,16.9
25,PG,49.5,5.4,48.6,5.7
34,C,66.3,23.8,0,13.5
28,C,47.7,16.9,22.6,47.2
31,PF,38.1,16.2,45.2,14.3
24,C,57.9,10.3,0,32.3
21,SG,50,3.2,40,0
23,C,79.8,14.4,0,200
29,PG,61.6,10,53.9,44.9
33,PF,54.7,9.5,74,11.3
24,C,65.8,20.8,0,35.7
30,SG,54.9,3.8,64,16.2
33,PG,56,7.9,49.3,28.2
33,SG,55.5,6.8,76.3,11.8
26,SG,51.1,3.7,58.5,13
25,SF,64.6,7.9,70.6,28.2
28,SF,62.2,6.8,56.9,27.5
24,PF,48,10,91.4,4.6
29,C,62.2,18.7,9,37.2
36,C,55.2,12.5,2.6,40.5
28,SG,45.6,7.8,72.4,4.1
34,PF,51.3,10.2,52.9,18.2
20,PF,56.2,11.8,14.6,34.1
27,PG,47.6,5,31.1,42.6
27,PG,34.7,4.2,68.1,23.4
21,PF,39.1,14.9,44.1,20.6
28,SF,34.6,1.5,92.3,0
23,PG,37.5,6.7,62.5,0
22,SF,37.5,6.9,100,0
27,PF,22.5,44.2,50,25
23,PF,100,0,0,0
33,PF,63.7,10.8,64.8,26.1
29,PG,56.7,10.1,51.9,37.1
30,SG,60.4,3.7,63.3,18.7
33,PG,55.7,9.9,42.6,30.4
24,C,54.9,19.2,0,42.7
26,SG,57.2,5.5,56.5,9.7
25,SF,42,8.8,83.8,21.6
28,SG,52.2,6.2,84.6,15.4
33,SG,46.2,7,72.5,12.5
29,C,76.7,21.1,7.7,46.2
36,C,96.7,14.9,0,90
24,PF,0,14.1,0,0
20,PF,100,28.2,0,0
29,SF,61.3,7.2,36.7,29
30,PF,56.9,11.7,17.4,16.1
31,PG,57.4,6,29.4,28.8
22,C,56.7,13.9,25.1,25.8
27,PG,47.4,7.5,31.2,7.8
22,C,63,20.8,2.4,41.6
29,SG,48.3,7.9,32.7,24.2
27,SF,61.7,4.5,48.8,18.7
26,SG,51.9,9.8,36.7,24
32,SG,54.3,5,61.9,22.9
22,PG,51.8,5.8,48.5,19.1
21,PF,57.2,13.3,16.9,16.9
28,C,53.7,17.8,8.8,15.4
23,PG,44.3,6.3,42.2,37.5
22,PF,33.3,16.5,12.5,50
23,SG,50,7.1,33.3,0
20,C,0,27.7,0,0
29,SF,51.1,8.5,34.9,27
30,PF,46.6,11.7,19,16.7
22,C,47.9,10.8,40,37.1
32,SG,44.7,4.6,70,10
31,PG,50.4,5.6,24.4,13.3
22,C,48.4,16.5,13.8,48.3
27,PG,60.3,4.5,37.5,8.3
29,SG,56.3,11,41.7,29.2
27,SF,25.5,9.4,70,40
22,PG,50,0,40,0
21,PF,25.8,16.4,33.3,66.7
28,C,0,0,0,0
23,PG,0,54.5,0,0
20,PG,55.4,5.7,19.4,27.2
25,C,63.6,13.1,1.9,46.6
30,PG,56.1,9.6,59.1,25.8
30,SF,63.3,10.7,42.1,45.9
32,SG,55.4,5.9,25.6,42.6
26,PF,60.5,12,30.2,25.6
28,SG,46.4,4.7,41,6
34,C,56.2,18.4,0,25.8
30,PF,52.1,12.3,57.8,7.8
21,SG,60.1,4.3,71.9,18.6
24,PG,45,8.5,8.8,26.3
21,C,57.4,20.2,0,32.3
32,SG,51.4,6.7,50.9,29.2
28,PF,60,17.7,48.8,12.8
30,C,66.6,21.4,1.4,67.9
21,SG,49.1,6.8,51.8,8.2
24,SG,48.5,7.5,30.6,69.4
31,SF,46.3,11,60.6,10.6
23,PF,56.3,17.3,4.1,54.8
31,PG,55.7,5.7,67.5,17.5
32,PF,49.5,6.1,33.3,27.8
24,C,25.5,14.1,0,40
30,SF,47.4,10.3,38.7,29.7
30,PG,58.4,13.7,63.8,17
32,SG,53.3,5.4,17.3,39.4
21,SG,54.2,3.8,81.6,26.3
20,PG,59.6,5.2,30,33.3
25,C,73.9,11.6,1.6,41.3
28,PF,69.6,12.6,53.5,23.3
32,SG,45.5,6.2,63.6,90.9
31,SF,42.2,6.4,62.5,25
21,SG,55.6,7.3,42.9,35.7
21,C,51.8,31.4,0,16.7
24,SG,41.7,18.6,50,0
24,PG,37.6,5.1,0,75
23,PF,54.6,8.5,38.8,23
25,SG,56.8,6,57.5,20.9
34,SF,58.8,12.4,29.9,38.2
21,SF,55.5,7.8,12.9,39.6
23,SG,52.6,7.5,59.1,17.2
31,C,63.4,17.5,1.9,23.7
21,PG,48.7,9.1,50,10.5
32,PG,47.3,9.2,32.9,8.3
28,SG,52.9,9.9,45.6,16.9
36,C,62.6,17.6,1.1,79.3
24,PG,56.9,6.5,28.9,37
27,SG,54.5,4.9,64.7,13.7
21,C,63.3,16.2,0,34.2
21,C,53.3,9.8,45,31
21,SF,45.1,4.2,64.4,15.2
23,C,59.9,13.7,1.8,43.6
30,PF,53.2,11.2,11.1,25.5
27,PF,57.8,8.6,68.7,9.6
23,SF,39.8,17.7,30.3,6.1
19,PG,24,10.8,24.2,45.5
28,PG,77.6,0,16.7,16.7
33,SG,0,6.9,50,0
31,PG,56.9,5.7,38,36.3
34,C,54.1,14.3,32.4,29.4
32,SG,55.1,5.6,54.3,19.6
19,PF,59.1,10.1,24.1,33.4
29,SG,50.9,6.7,50.9,15.7
25,SF,56.9,11,12.3,23.2
28,PG,49.9,4.8,32.9,19.3
28,PF,58,15.7,30.8,25.6
26,PG,51.9,9.9,29.4,33.6
23,PF,57.1,11.1,57.8,22.2
21,PF,58.6,16,7.1,32.5
33,C,57.1,19.3,0.5,51.2
23,PG,43.2,6.4,55.1,17.3
26,C,59.4,21.6,6.5,32.6
30,SF,60.6,12.4,26.7,36
30,SF,48.4,7.9,51.6,13.7
24,SG,49.5,5.4,39.1,18
22,SG,54.1,8.8,53.1,20
28,SG,56.5,5.6,38.8,13.3
30,SG,51.8,6.5,32,19.5
23,SF,49.9,5.3,32.8,24.6
31,SF,54.4,5.2,62.9,13.3
