age,pos,TS%,TRB%,3PAr,FTAr
27,SF,40.2,9.1,50,8.3
24,SF,35.2,10,31.4,19.6
29,C,64,12.3,0,64.3
25,SG,31.1,2.2,41.7,16.7
28,SG,50,0,0,0
24,PG,50,0,50,0
25,SG,53.6,5.5,44.8,22.5
22,SF,51.3,9.6,34.2,18.3
21,C,62.3,16.6,3.1,46.5
37,SG,51,8,27.2,24.3
27,PF,61,11,56.6,32.8
29,C,56.4,25.9,2.4,35.7
27,SG,51,8.2,48.8,15.6
31,PF,52.2,8,39.3,18.5
21,SF,55.9,11.1,28.1,37.7
27,SG,53,5.4,60.5,9.2
26,PG,54,5.7,50.9,21.9
32,PG,51.7,6,37.9,23.3
31,SG,54.7,4.7,84.2,8.7
24,PF,51.4,6.3,76.1,13
38,C,36,19.4,36.4,12.1
30,PF,35.4,10.9,66.7,22.2
22,PF,25,12.3,25,0
22,PF,26.6,17.7,0,200
27,SF,55.8,9.8,41.3,22.5
24,PF,64.4,19.3,16.3,55
30,C,59.7,8.7,65.1,16.9
29,PG,57.7,8.1,38.8,24.3
26,SG,61.4,8,32.6,20.3
27,SF,58.5,6.1,56.5,11.6
26,SG,57.3,10.4,57.1,11.4
31,PF,54.8,12.5,42,19.4
23,SG,56.3,9,47.1,13.5
32,PG,53.4,6.4,46.5,24.2
22,PF,51.5,12.8,50.6,18.7
22,SG,50.7,8,66.9,9.7
21,C,54.6,11.9,58.2,27.6
27,PF,56.2,11.9,64.4,17
28,PG,52.3,7.5,36.4,19.7
28,C,55.3,19.2,46.3,14.9
23,SF,45.4,15.5,53.8,23.1
28,PG,48.2,5.2,57.9,21.1
23,PF,58.5,16.4,20,60
32,PF,46.8,14,69.2,15.4
27,PG,50,6.6,83.3,0
38,C,29.1,16.9,50,33.3
23,SG,46,8.8,30,20
20,PG,83.3,8.5,33.3,0
27,SF,56.7,9.2,45.8,25.9
24,PF,57,17.9,21,64.1
30,C,57.2,9.4,56,21.6
29,PG,49.4,6.6,38.9,27.6
32,PG,65.3,6.7,40.7,28
26,SG,57.7,14.4,54.5,10.4
27,PF,51.4,10.1,65,23.9
31,PF,55.4,12.9,49.4,30.9
26,SG,54.9,8.6,47.4,14.1
23,SG,52.5,9.3,55.3,28.9
22,PF,56.3,11.7,31.3,12.5
28,PG,75.6,11.3,46.2,15.4
27,SF,41.7,3.6,33.3,0
23,C,62.2,20,27,34.2
23,SF,49.3,7.4,28.8,24.5
20,SG,49.2,6.6,42.3,31.9
33,PF,61.2,14.5,6.3,33
24,PF,57.9,12.2,44.9,21.3
22,PG,49.1,4.6,28.3,15.5
30,PG,55.7,5.4,19.4,21.2
30,PG,52.8,4.5,25.2,36.8
33,PF,57.1,8.8,83,23.2
29,C,57.2,16.1,14.9,28.1
28,SF,58,8.8,60.4,26.9
30,PG,43.1,5,42.6,12.2
23,SF,48.9,8.8,36.6,19.7
33,SF,58.8,10,37.3,29.7
29,SG,57.9,7.7,28.7,38.9
23,SG,58,6.4,65.4,11.5
28,SG,55,3.3,45.7,2.9
23,SG,37.2,2.9,43.6,15.4
27,PG,53.6,2.8,65.5,13.8
28,SF,59.3,3.3,61.9,19
26,SF,50,8.9,16.7,0
28,SG,55.5,7.2,31.3,23.4
24,PF,60,14.7,17.9,44.7
25,C,59.7,18.8,14.1,42.2
28,SF,55,3.8,75.2,14.7
29,SG,56.7,4.5,33.1,11.1
24,PG,50.2,9.1,25.5,18
20,PG,51.7,5.9,37.8,16.3
24,SF,48.5,10.5,55.9,6.8
27,SG,50.2,4.7,52.7,9.7
23,C,60.3,15.4,1.4,24.6
27,PF,59.1,14.8,56.8,24.8
28,PG,55.2,7.8,39.5,21
22,PF,64.4,19.2,1.5,24.7
27,SF,49.7,7.8,56.7,18
31,SF,51.7,7.4,56.8,10.2
22,SF,49.6,8.8,37.4,14.3
23,PF,61.3,17.3,22.8,44.6
29,SG,36.2,2.8,72.3,0
24,PG,34.9,6.8,83.3,16.7
32,C,40.5,10.4,77.8,22.2
19,PF,47.5,8.1,39.8,24.7
24,SG,52.6,6.8,49,14
23,PF,56.1,16,31.1,35.5
22,PG,53.1,6.4,28.4,25.1
26,SG,53.1,5.6,46.4,32.1
23,SG,56.4,7.1,25.5,43.1
20,C,69.2,16.3,0,46.4
23,SF,49.7,10.4,32.8,24.6
26,C,58.5,21.4,4.7,27.6
20,PG,41.7,5,40.8,10.6
23,PF,53.1,9,68.2,16.3
30,PF,48.2,7.8,40.1,18.3
26,PG,49.6,4.7,24,20.9
21,PG,47.3,5.1,28.3,25.3
30,C,68.1,22.9,0,53.7
26,SG,57.4,6.4,25.5,38.3
27,SG,51.8,5.9,54.4,17.5
22,PF,53.6,12.7,40,27.1
33,SG,52.7,8.8,34,29.8
25,SG,37.6,3.4,56.3,37.5
24,SG,45.2,2.5,29.6,14.8
32,SG,33,2.9,52.6,26.3
24,PF,58.8,11.4,0,62.5
28,SF,58.3,11.4,46.9,33.5
25,C,59.1,14.7,0.2,36.1
30,PG,50.1,15.8,27.9,30.6
24,PF,59.2,8.2,35.6,26.9
25,PG,50.8,6.3,33,20.6
20,SG,56.6,3.8,67.3,11.8
24,C,60.8,15.9,0,28.6
29,PF,49.3,8.8,62.6,13.7
25,SF,52.2,8.6,46.5,16.7
25,SG,50.7,4.2,80.9,8.3
20,SG,49.7,9.5,14.5,35.8
29,PF,47.5,12.1,37.8,12.2
34,PG,50.5,4.6,45.2,9.6
25,SG,47,6,32.9,14.6
23,SF,38.3,7.6,51.2,14
23,SF,0,0,100,0
21,C,0,51.6,0,0
22,PG,0,0,100,0
28,SF,58.3,11.4,46.5,48.5
30,PG,46.6,12.1,30.6,23.4
24,PF,63.4,8.6,50,32.5
25,C,64.8,12.3,2.4,19
25,PG,54.8,5.7,36.4,32.7
20,SG,50,5.1,72,0
24,C,57.5,17.2,0,10
29,PF,47.6,11.9,43.8,56.3
34,PG,39.6,2.9,61.5,15.4
25,SF,50,0,0,0
25,SG,20,27.1,40,0
23,PF,53.8,11.7,33.2,24.2
26,SG,53.6,5.4,42.1,15.9
28,C,57.3,20.5,17.1,16.8
31,PG,61.6,4.8,45.9,30.9
27,SG,56.1,7,55.1,14
21,PF,53.7,11,43.5,22.1
24,SF,53.1,8,28.8,37.6
26,PG,52.6,5.6,50,18.2
29,SG,44.5,6.3,29,25.2
20,C,53.9,16.3,28.8,25.9
26,C,64,15.8,0.7,55
22,PG,45.5,7.1,24.6,18.8
24,PF,52.8,11.9,54.8,10.6
27,PG,44,13.5,30.6,43.5
25,PF,69.2,16.5,0,50
22,SG,33,6.1,28.6,19
23,PG,62.5,10,37.5,0
26,SG,42.7,5,49.3,11.6
23,PF,54,12,32.3,30.6
28,C,43.6,14.8,22.4,24.1
27,SG,53.7,6.7,64.8,31.5
31,PG,66.6,3.1,51.2,39
21,PF,37.9,12.3,50,20
26,C,61.7,18.4,0,38.9
27,PG,47.8,11.9,25.8,25.8
24,SF,54.6,6.4,50,50
24,PF,50.6,6.1,77.8,22.2
22,SG,42.5,14.5,0,40
26,PG,23.9,15.6,70,10
22,PG,58.2,13.7,0.6,44.6
34,SG,60.2,4.1,58.9,24.8
24,C,59.3,21.4,21.9,54.1
29,SF,56.9,8.4,19.8,40.7
26,PG,55.5,6.3,10,8.8
21,SG,60.6,3.7,70.6,15.6
27,PF,56,10.2,71.6,27.7
31,PF,56.1,9.4,57,8.7
26,PF,56.2,11.9,33.8,22.1
21,SG,52.8,8.3,58.8,18
30,PF,53.7,8.3,62.6,7.9
23,PF,59.5,13.7,59.3,16.7
31,C,57.4,14.7,25.5,26.1
28,SF,57.8,8.1,65.8,19.7
20,SG,45.2,8.7,9,23.9
24,PF,49.6,11.5,53,22.7
30,C,66.3,19.6,6.7,30
28,SF,51,12.2,43.4,27.7
22,SG,48.3,6.9,50.6,8
29,SF,55.3,6.3,32.8,39.1
32,SF,48.4,6.4,28.6,26.5
19,SG,53.3,6.2,47.1,23.5
28,C,73.6,13.2,4.3,47.8
22,SF,41.4,6.6,50,20
24,PG,65.6,4.1,40,26.7
21,C,31.7,15.1,28.6,28.6
26,PF,52.1,13.3,37.7,15.6
29,SF,56.4,9.4,25.7,41.1
22,PG,62.5,10.9,0,34.5
34,SG,60.6,2.4,70.2,16.1
24,C,55.9,18.6,24.5,56.6
28,SF,57.4,9.8,50,29.7
30,PF,58.5,9.5,72.3,4.3
30,C,66.2,18.6,7.5,47.5
28,C,45.5,18.6,10,22.5
23,PF,38.5,9.6,84.2,21.1
26,PG,44.4,4.3,0,0
29,SF,39.4,9.4,33.3,13.3
21,SG,47,9,44.4,27.8
31,C,100,13.5,0,0
19,SG,0,0,0,0
22,SF,55.6,6,55.6,21
22,SG,58.4,6.5,33,36.2
20,C,60.8,18.5,0.5,21.7
21,SG,48.7,9.7,26.8,25.3
25,SF,58,7.1,29.5,20.3
38,SG,52.2,3.9,46.1,25.1
25,C,64.7,15.5,0,47.9
23,SF,55.5,9.2,38.4,29.6
20,PG,46.6,7.5,37.1,10.9
21,PG,48.9,5.7,45.5,16.2
33,SF,52.5,9.1,61.2,18.9
21,PF,52.1,12.3,51.3,27.4
27,SG,55.8,5.3,70.5,8.4
27,PG,51.5,5.4,55.8,15.5
26,PG,50.6,7.1,44.8,31.2
30,PF,42.3,9,56.7,23.3
21,PF,51.6,18.1,6.4,25.5
28,PF,37.9,11.3,83.3,55.6
36,C,65.3,24.3,0,150
29,SG,34.8,6,44.8,20.7
22,PG,23.1,10.4,15.4,0
22,PF,65.4,16.6,0,33.3
25,SF,0,9.2,0,0
27,PF,0,33.2,0,0
28,PG,58.8,7,41.9,33.5
27,SG,55.3,6.3,35.8,15.4
28,PF,56.8,14.2,47.2,29.2
24,C,57,20.2,3.5,44.2
30,PG,50.4,10.9,11.7,23.9
25,SF,54.7,10.1,30.9,18.8
28,SG,59.5,4.6,54,11.2
21,C,56.2,12.7,30.3,31.5
24,SF,59.4,8.7,42.7,16.7
26,C,67.5,14.2,45.9,21.1
25,SG,54.5,6.3,54.6,15.7
26,SG,54.9,3.6,38.7,18.9
26,C,61.4,20.6,5.6,31.6
21,PF,37.2,19.1,11.4,15.9
19,SG,53.5,4.9,46,25.4
20,SG,37.7,5.3,42,14
22,PG,39.6,8.5,27.3,33.3
22,PF,71.6,16.1,10.5,31.6
28,PG,56.6,6.2,47.9,34.5
27,SG,52.7,6.7,33.4,16
26,C,55.5,17.8,2.7,28.1
28,PF,47.3,13.3,46.8,33
25,SF,53.7,10.6,25.7,33
26,SG,60.6,5.1,45.9,39.6
28,SG,51.8,4.1,63.4,13.4
21,C,59.2,11,25.9,30.9
30,PG,40.9,15.8,2.2,32.6
26,C,61.6,12.5,50.8,13.8
24,SF,28.5,10.6,71.4,57.1
19,SG,21.7,0,28.6,71.4
22,PF,22.5,0,50,25
26,SG,58.7,8.1,47.9,14.2
21,PG,54.4,6.2,21.1,37.8
25,C,56.6,15.8,0.3,34.3
26,SG,53,6.4,43.1,18.8
30,PF,58.5,12.8,43.3,15.5
19,PF,56.2,15.5,13.6,37.1
28,SG,51.1,6,58,11.8
23,SF,54.6,6.9,53.9,16.9
25,PG,55,5.3,42.3,19
26,SF,57.8,8.4,41.9,25.8
20,PF,52.6,14,1.7,26.1
29,C,47.7,18.2,0,15.7
24,PG,50.2,5.1,37.9,33.7
32,SF,56.2,8.6,40.5,40.5
24,SF,53.1,9.7,44.9,15.3
25,SG,54.1,5.5,64.1,18.8
27,SG,49.5,8.9,30,25
22,PF,51.7,10.9,36.7,36.7
21,PF,40.5,18.7,22.2,22.2
23,SF,50,0,50,0
29,SG,54.2,9.4,3.4,33.6
33,C,57.6,15.1,3.2,31.2
25,SG,58.6,5.7,52.2,9.9
30,PG,57.2,5.2,60.9,15.5
32,PF,58.3,13.9,24.7,19.7
32,SG,55.7,5.9,57.2,18
24,PG,55.5,7.8,26.2,22.7
26,PF,63.2,8.8,74.6,13.2
23,C,64,17.6,0,31.7
31,PF,58.5,11,41.1,11.4
38,C,54.4,21,11.4,43.2
30,SF,64.1,8.6,31,72.4
21,PF,38.9,13.5,3.4,29.3
20,SG,44.6,7.9,28.3,21.7
21,PF,64.6,16.4,0,50
28,PF,43.6,12.6,0,33.3
29,SG,55.7,10.1,0.8,37
33,C,51.7,14.8,9.1,27.3
25,SG,62.5,6.3,55.4,16.1
24,PG,61.3,5.9,22.7,34.7
32,PF,50.3,15,27.1,24.3
23,C,63.8,16.4,2.8,25
30,PG,39,5.3,51.2,23.3
32,SG,50.4,5.3,55.3,15.8
26,PF,46.5,5.5,73.3,33.3
20,SG,37.5,5.1,12.5,0
28,PF,59.7,19.8,10,20
31,PF,100,24.9,66.7,0
30,SF,0,4.5,50,0
24,PF,62.8,11.6,22.6,32
31,SG,63.2,7.7,69,7
32,PG,56.2,7.6,61.3,26.3
27,SF,60.6,11.6,26.7,37.7
29,C,58.2,16.1,19.3,20.2
24,PG,53.9,5.1,49.3,19.2
21,SF,54.4,7.9,50,15.3
25,SG,59.6,6.7,42.5,18.8
26,PG,52.7,7.5,30.7,20.8
34,C,56.5,14.3,27.8,27.8
26,C,63.9,20.6,11.6,36.3
31,SF,48.4,6.5,66.5,21.4
30,PG,46.4,7.5,35.5,27.1
28,C,48.7,19.9,2.5,37.9
23,SG,56.9,7.1,44.4,27.8
28,PG,38,7.9,39.4,4.2
26,PF,56.3,18.5,48.7,19.7
31,SG,64.7,6.2,46.2,2.6
23,SG,48.1,6.8,86.2,17.2
25,SF,63,4,80.8,15.4
25,PG,63.5,8.8,44.4,61.1
27,PF,50,24.1,14.3,0
27,SF,61.9,12.8,29.2,43.5
32,PG,57.6,7.2,52.2,29.1
24,PF,54,10.6,27.2,22.7
34,C,56.4,11.5,49.4,25.6
31,SG,50.3,7,76.8,14.8
24,PG,53.4,3.9,59,18.7
29,C,53.2,15.8,19.7,21.8
25,SG,55.8,7.7,49.2,15.1
31,SG,36.3,7.5,44.8,10.3
23,SG,42.5,3.5,60,40
25,SF,41,9.9,75,50
27,PF,50,25.6,0,0
30,PG,41.8,6.1,22.2,44.4
26,PF,46,13.8,60,20
22,SG,53.7,6.6,33.9,25.9
26,C,68.2,21.9,0,73.3
31,PF,58.1,7,60.2,15.3
28,SF,53.8,9.6,65.5,24.7
28,PG,52,6.9,34.8,31.2
27,C,62.4,17.2,12.6,36.8
25,SF,58.9,9.2,51.3,12.2
37,SG,56.9,6.7,72.2,14
23,PG,51.6,5.5,25.7,35.7
34,SF,59.9,10.9,52.3,14.8
25,PF,61.3,9.1,58,13.3
26,PG,55.8,7.1,37.3,20.5
23,SG,51.6,3,55.6,33.7
31,C,69.8,15.2,0,41.7
27,SG,54.7,5.4,37.7,33.3
25,SG,38.3,3.9,55,10
24,PF,41.4,11.1,50,20
21,C,50.4,22.6,0,12.5
22,SG,42.3,6.8,38.4,29.5
28,PG,51.5,5,30.3,30.3
26,C,66.5,17.6,0,71.9
31,PF,43.2,8.3,78.4,0
25,SF,56.7,8.8,51.1,8.9
28,SF,52.4,11.7,65.2,41.3
27,C,66.5,18.9,8.3,52.8
25,PF,50,13.4,59.1,0
34,SF,17.9,10,57.1,0
37,SG,53.6,8.8,75,37.5
26,PG,16.7,7.9,16.7,0
23,SG,44.6,3.8,42.9,100
31,C,0,0,0,0
25,SG,58.1,7.4,37,27.8
27,PG,59,7,30.6,30.2
32,PF,60.8,8,46.6,30
21,C,67.4,16.5,19.7,27.3
33,SF,53.8,8.4,58,23.8
25,SF,55.1,10.5,39.8,14.5
28,PG,52.7,5.7,30.6,31.7
29,PF,54.3,10.7,43.9,22.3
23,PF,53,17.1,33.3,13.2
23,SF,54.5,9.3,43.3,27.9
25,PG,55.5,4.1,53,28.6
19,SF,48.7,10.8,29.5,20.1
26,SG,49,5.6,54.6,23.7
23,PF,58.7,14.3,28.4,26.7
24,PF,51.4,10.1,23.6,17.3
32,C,53.1,13.9,15.4,58.7
27,SG,55,6.5,26.9,26.9
33,C,63.8,19.6,0,69.6
31,SF,37.2,6.2,65,25
32,C,52,15.4,27,32.4
23,SF,61.6,11.4,6.3,43.8
25,SG,0,4.8,100,0
26,PG,68.8,6.8,25,0
27,SG,150,3.9,100,0
26,PF,0,18.1,100,0
23,SF,54.9,8.8,46.9,18.5
24,PG,51.5,5.6,22.9,23.1
28,SG,54.7,7.7,40.5,29.7
20,PF,62,16.9,8.6,34.1
28,C,59.9,17.7,29.6,18
31,SG,55.4,4.6,50.9,22.5
30,PF,56.9,11.9,42.4,22.4
23,PG,49.2,4.5,20.5,36.2
26,C,59.7,12.1,53.5,19.9
28,PG,51.9,5.5,43.5,32.3
21,SG,49.4,7.4,52.1,16.5
29,C,57.4,13.9,0,33.3
28,SF,63.6,7.9,66.1,13.1
23,PF,56.7,13.7,58.6,13.8
23,SF,47.7,8.8,23.4,25.8
25,SG,48.9,9.8,39.5,19.1
28,PG,46.4,4.9,47.8,17.4
24,SF,46.1,9.1,67.1,5.5
22,SG,43.8,9.1,31.3,0
23,SG,82.5,5.3,42.9,28.6
24,SF,0,16.7,100,0
30,SF,100,11.2,0,0
19,SF,58.6,9,29,30.9
31,C,57.5,12.7,30,15.9
21,SG,56.2,8.8,38.1,29
23,PG,52,9.9,50.3,18.6
25,PG,61,6.4,37.4,24
23,SG,47.9,6.4,48.3,25.8
31,C,50.2,16,4.7,17.5
28,PF,54.1,10.9,38.3,25.2
23,PF,47.3,7.7,66.5,21.8
25,C,61.6,16,24.9,34.8
25,PG,49.1,6.5,39.3,16.9
24,SF,43.9,7.4,43.6,26.2
27,C,58,18.2,0,34.8
22,PF,55.9,12.1,60.7,36.1
23,SG,61.5,9,26.9,50
25,PG,36.6,5.6,50,40.9
30,PG,73.9,4.1,52.2,0
30,SG,0,15.6,66.7,0
26,SF,0,9.1,100,0
27,SF,50,10.9,50,0
23,PG,53.8,8.2,55.3,21.1
19,SF,57.8,7,27.2,37.2
31,C,63.1,13.3,21.1,36.8
21,SG,56.3,8.6,42.1,18.8
28,PF,47.4,10.5,32.3,26.5
23,SG,44.7,7.2,47.6,34.3
31,C,58.8,17.4,25.8,20.2
23,PF,44.3,7,66.7,21.2
25,PG,55.1,4.1,37.1,14.3
27,C,55.6,19.1,0,57.9
22,PF,17.9,13.1,66.7,55.6
24,SF,35.8,5.2,26.7,26.7
24,PG,52.7,6,51.7,32
25,SG,55.8,7.8,64.3,16.3
31,PF,55,11.7,49.8,31.3
26,SG,63.4,7,57.6,16.7
23,SF,54.8,12.7,7.5,43.6
23,SF,52.5,7.4,33.3,25.4
19,C,63.6,14.3,3.8,37
27,PF,52.5,10,80,16.4
21,PG,50.9,8.1,41.4,19.5
28,C,58.7,14.7,11.4,26.2
24,SG,54.7,7,66,18
30,SF,56.1,12.5,43.2,11.5
30,PF,53.6,16,8,28.7
31,C,61.7,14.5,19.4,32.3
22,C,59.3,12.3,3.1,19.4
28,SG,41.4,10.2,49.4,21.8
22,PG,53,7.7,20.9,22.1
24,SG,33.7,7.6,48.9,17
24,SF,33.3,10.6,79.2,0
23,PF,41,17.7,50,50
29,PG,59.7,0,16.7,58.3
21,SG,0,0,0,0
27,PG,57.2,4.9,44.1,30.8
32,C,57.7,22.2,0.8,63.9
31,PF,60.3,10,54.2,21.8
29,SG,52.3,8.4,42.2,20
25,SG,55.9,8.9,30.5,25
24,SF,53.6,8.8,0.4,30.5
24,PF,54.5,8.5,38.3,27.1
24,SG,55.3,6.2,43.9,26.7
19,SG,47.7,4.2,57.2,8.9
26,PG,44.6,8.9,25.8,38.9
22,SG,43.1,9.4,22.4,13
25,C,60.2,15.3,1.9,54.5
24,PF,47,13.3,25.1,14.6
23,C,61.2,24,8.4,74.7
29,SG,68.4,9,100,15.4
24,PG,40.3,7.7,57.1,14.3
25,C,53.8,27.1,0,14.3
28,SG,51.3,6.9,57.4,21
24,SG,52.7,10.1,51.3,7.1
20,PF,55.2,13.5,46.5,19.3
29,C,55.2,9.2,2.2,14
25,PG,52.8,5.5,37.2,37.4
25,SG,54.2,10.6,12.3,48
22,PF,54.8,16.2,27.5,19.2
23,PG,48.8,7.8,20.1,17.1
25,C,61.4,12.8,0.9,37.7
23,SF,44.5,8.5,47,10.7
22,SG,49.9,7.7,34.6,30.1
26,PF,62.4,13.7,53.3,26.2
23,PG,49.8,6.4,42.3,7.4
22,PF,48.4,19.3,43.5,19.6
21,SG,47.1,5.6,36.4,27.3
23,PG,55,4.4,75.6,14.6
28,SG,57.4,6.3,44.9,29.9
29,SF,39.8,7.4,44.9,34.7
22,PG,38.6,5.6,27.3,18.2
31,C,31.1,8.8,0,16.7
26,SF,0,0,100,0
33,PF,62.1,13.1,25.7,33.6
32,SG,53.4,5.9,64,9.4
31,PF,58.7,7.6,27.5,37.9
29,C,61.4,18.6,45.3,36.5
36,SG,65.2,5.9,77.7,14.9
27,SF,54.5,7.2,50.3,24.5
26,C,56.9,18.4,0,33.6
36,SG,51.9,9.5,16.1,30.8
36,PG,64.3,5.2,52.4,16.2
22,SF,57.7,10,46.8,24.7
31,PG,55.1,5.4,41.2,21.9
25,SG,56.5,5.1,37.6,20.2
34,C,60.4,11.3,53.3,8.9
25,SG,53.3,5.7,35.7,16.1
25,C,58.5,18.9,5,31.3
28,PG,49.3,4.3,44.8,35.1
29,PG,52.3,5.3,18.2,31.1
27,SG,48,8.3,44.8,25.9
21,C,74.6,15.7,0,43.3
29,SF,41.7,7.7,61,22
23,PG,23,3.4,23.1,38.5
33,C,52.1,3.7,0,100
33,PF,61.9,12.9,22.4,41.8
32,SG,48.6,5.1,64.2,11.8
29,C,51.1,19.4,38.1,23
31,PG,56.7,4.4,38.9,40.5
31,PF,52.4,6,49.3,32.4
36,SG,60.4,6.1,77.3,15.6
26,C,62.2,16,1.2,32.5
25,C,65.2,17.4,1.7,51.7
25,SG,35.8,6.7,37.4,4.9
25,SG,46.8,7.1,26.1,13
36,PG,44.6,6.3,69.2,7.7
22,SF,35.4,6.7,38.9,22.2
21,C,51.4,15.5,0,60
25,PF,53.9,9.9,27.6,25.9
24,SG,54,6.1,49.2,14.1
31,SF,54.1,5.2,57.7,14.5
20,PG,47.3,7,33.1,18.8
39,C,57.5,12.8,44.5,14.2
26,C,65.6,14.7,19.5,43
33,PG,54.5,7,45.4,14.8
26,PF,57.6,10.8,41.4,19.1
34,PG,56,5.8,44,39.4
31,C,64.4,18.7,2.2,48.2
26,SF,61.1,6.1,43.9,15.6
26,SF,43.3,12.4,17.2,40.4
23,C,55.8,19.8,1,26.7
24,PF,48.2,9.3,55.4,12.4
23,SG,39.2,5.7,62.3,24.6
22,PF,55,15.5,8,37.3
24,SF,48.3,12,39.1,26.6
23,SG,31.7,6.9,7.1,28.6
24,SG,53,6.1,83.3,11.1
27,C,44.4,14.2,62.5,12.5
24,PF,59.9,18.5,0,41.7
28,SG,26.6,0,0,200
30,PF,0,0,100,0
27,SG,56.2,8.6,41.1,22
20,PG,57.6,6.5,41.1,23.8
22,C,60.3,18.5,27.7,31
30,SF,54.2,9.6,39,18.1
23,SG,59.7,4.3,43.4,17.8
27,C,58.6,15.6,0.3,48.6
22,PF,59.1,14,39.6,26
32,PF,54.9,12.1,26,37
21,PG,50.4,7,31.7,24.2
27,SF,53.5,11.4,42.3,25.5
21,SG,50.9,6.9,46.1,18.5
34,PG,56.8,4.4,60,34.1
28,PF,55.2,18.7,0.7,34.5
22,PF,51.1,11,66.7,16
37,SF,49.9,5.9,25.9,25.9
29,PF,55.9,6,48.9,6.4
22,PG,72.7,4.5,16.7,33.3
21,PF,0,0,0,0
24,C,55.5,26.2,1.2,44.8
